ref_id,text,language,english,has_english_translation,new_gold_keywords,new_gold_fields,new_gold_index,new_keyword_suggestions
Egypt P. 9056,"[-ca.?- ἑρμηνεί]α διαθ(ήκης).
[Γάιος Λογγῖνος Κάστωρ οὐε]τρανὸς ἐντίμως ἀπ̣ολυθε[ὶ]ς
[ἐκ κλάσσης πραιτωρί]ας Μισηνῶν [δια]θήκην ἐποί[ησ]εν.
[ἐλευθέρας εἶναι κελεύω] Μαρκέλλαν δού[λη]ν μ[ο]υ μίζονα ἐ[τ]ῶν
5 [τριάκοντα καὶ Κλεοπάτρα]ν̣ δούλην μου μ[είζονα] ἐτῶν τριάκ[οντ]α
[- ca.23 -]ομο[ ̣] ἐξ ἴσου μ[έρους] ἐμοῦ κληρον[όμο]ι̣
[ἔστωσαν οἱ δὲ λοιποὶ πά]ν[τε]ς ἀπ̣οκληρονόμοι [μου] ἔ̣στωσαν. προσε[ρ]χέσ-
[θωσαν οὖν τῇ κληρονομίᾳ] μου(?)ἑκάστη ὑπὲρ τοῦ ἰδίου μέρους ὁπότ[α]ν
[γνῷ καὶ δύνηται μα]ρ[τύ]ρασθαι ἑαυτὴν ἐμοῦ κλ[η]ρονόμον εἶναι, μὴ ἐξῖ-
10[ναι] [δ]ὲ π̣[ι]π̣[ρά]σκιν μηδὲ ὑποτίθεσθαι. ἀλλʼ εἴ τι ἐὰν ἀν[θ]ρώπιν[ο]ν πά-
[θῃ] Μαρκέλλ[α] ἡ προγεγραμμένη, τότε τὸ μέρος τῆς κληρονομίας ἑαυτῆς
[πρ]ὸς Σαραπίωνα καὶ Σωκράτην καὶ Λόγγον καταντῆσαι θέλω. ὁμοίως
[Κλε]οπάτραν τὸ μέρος αὐτῆς πρὸς Νεῖλον καταντῆσαι θέλω. ὃς ἐάν μου κλη-
[ρον]όμος γέ[νητ]αι, ὑπεύθυνος ἔστω δῶναι ποιῆσαι παρασχέσθαι ταῦ-
15 [τα] πάντα, [ἃ ἐ]ν ταύτῃ τῇ διαθήκῃ μου γεγραμμένα εἴη, τῇ τε πίστι
[α]ὐτῆς παρακατατίθομαι.
[Σαρ]α̣πιὰς δούλη μου, θυγάτηρ Κλεοπάτρας ἀπελευθέρας μου, ἐλευθέρα ἔστω
[ᾗ κ]α̣ὶ̣ δίδωμι καταλίπω ἀρούρας σιτικὰς πέντε, ἃς ἔχω περὶ κώμην Κα-
[ρα]νίδα ἐν τόπῳ λεγομένῳ Στρουθῷ, ὁμοίως ἄρουραν μίαν τέταρτον
20[κο]ιλάδος, ὁμοίως τρίτον μέρος οἰκίας μ̣ου καὶ τρίτον μέρος ἐκ τῆς αὐ-
[τ]ῆς οἰκίας, ὃ ἠγόρασα πρότερον παρὰ Ἡρᾶ Πεθεῦτος μητρὸς Θασεῦτος,
[ὁ]μοίως τρίτον μέρος φοινικῶνος, ὃν ἔχω ἔγγιστα τῆς διώρυγος, ὃ καλεῖται
Παλαι[ὰ] Διῶρυξ. ἐκκο[μι]σθῆναι περιστ[αλ]ῆναί τε ἐμαυτὸ[ν] θέλω τῇ φροντίδι καὶ εὐσεβείᾳ
τῶν [κ]ληρονόμων μου. εἴ τι ἐὰν ἐγὼ μετὰ ταῦτα γεγραμμένον καταλίπω τῇ ἐμῇ χειρὶ γεγραμμένον
οἵῳ δή[π]οτε τρόπῳ βέβα[ιό]ν μοι εἶναι θέλω. ταύτῃ τῇ διαθήκῃ δόλος πονηρὸς ἀπέστη. οἰκετίαν
χρή-
ματα τ[ε] τῆς διαθήκης γε[ι]νομένης ἐπρίατο Ἰούλιος Πετρωνιανὸς σηστερτίου νούμμου ἑνός , ζυ
5 γοστα[τοῦ]ντος Γαίου Λουκρητίου Σατορνείλου, ἐπεγνοι. ἀντ̣εμαρτύρατο Μᾶρκον Σεμπρώνιον
Ἡρα
κλια[νόν], ἐπεγνοι. ἡ δια[θή]κη ἐγένετο ἐν κ[ώ]μῃ Καρανίδι νομῷ Ἀρσινοείτῃ πρὸ ιε καλανδῶν Νο
εμβρ[ι]ῶν δυσὶ Σιλάνοις ὑ[πά]τοις (ἔτους) λ Αὐτοκράτορος Καίσαρος Μάρ[κο]υ Αὐρηλίου
Κο[μμ]όδου
Ἀντωνεί[ν]ου
Εὐσεβοῦς Εὐτυχοῦς Σεβαστοῦ Ἀρμενιακοῦ Μηδικοῦ Παρθικοῦ Σαρματικοῦ Γερμανικοῦ Ἁθὺρ κα εἰ
δέ
τι πε[ρ]ισσὰ γράμματα τῇ χειρί μου γεγραμμένα καταλίπω βέβαια εἶναι θέλω.
10 ἠνύγη καὶ ἀνεγνώσθη Ἀρσινοείτῃ μητροπόλει ἐν τῇ Σεβαστῇ ἀγορᾷ ἐν τῇ στατιῶνι τῆς εἰκοσ-
τῆς τῶν κληρονομιῶν καὶ ἐλευθεριῶν πρὸ θ καλανδῶν Μαρτιῶν ὑπάτοις τοῖς οὖσι, (ἔτους) β
Αὐτοκράτορος
Καίσαρος Λουκίου Σεπτιμίου Σευήρου Περτίνακος Σεβαστοῦ Μεχεὶρ κζ. οἱ λοιποὶ σφρα(γισταὶ)
Γάιος Λογγῖνος Ἀκύλας, ἐπέγνοι, Ἰούλιος Βολύσσιος, Μᾶρκος Ἀντίστιος Πετρωνιανὸς Ἰούλιος
Γεμέλλος οὐετρ[α]νός.
15 ἑρμηνία κωδικίλλων διπτύχων. Γάιος Λογγῖνος Κάστωρ οὐετρανὸς ἀπολυθεὶς ἐν-
τίμως ἐκ κλάσσης πραιτωρίας Μισηνῶν κωδικίλλους ἐποίησα. Μᾶρκον Σεμπρώνιον Ἡρα-
κλιανὸν φίλον καὶ ἀξιόλο[γ]ον ἐποίησα ἐπίτροπον τῇ ἰδίᾳ πίστι. συνγενεῖ Ἰουλίῳ Σερήνῳ δίδωμι
καταλίπω σηστερτίους νούμμους δ. πρὸ ζ εἰδῶν Φεβραριῶν τῇ ἰδίᾳ μου χειρὶ ἔγραψα. ἐσφρά-
γισαν Λογγῖνος Ἀκύλας καὶ Οὐαλέριος Πρίσκος· σφραγισταί Γάιος Λογγῖνος Ἀκύλας ἐπέγνοι Ἰού-
20 λιος Φιλόξενος, Γάιος Λουκρήτιος Σατορνεῖλος, ἐπέγνοι, Γάιος Λογγῖνος Κάστωρ, Ἰούλιος
Γεμέλλος οὐε-
τρανός. ἠνύγησαν καὶ ἀνεγνώσθησαν τῇ αὐτῇ ἡμέρᾳ ἐν ᾗ καὶ ἡ διαθήκη ἐλύθη.
(hand 2) Γάιος Λούκκιος Γεμινι[ανὸ]ς νομικὸς Ῥωμαικὸς ἡρμήνευσα τὸ προκίμενον ἀντίγραφον καί
ἐστιν σύμφω-
νον τῇ αὐθεντικῇ διαθήκῃ. v
[- ca.19 - Γ]αί[ου] Λογ̣γείν̣ο̣υ̣ Κ[άσ]τορος.",Greek,,False,"bequeathal clause, burial rites, codicil, country property, cretio, disinheritance, fictive sale, fideicommissum, fraud, freedperson, heir, house in the city, hypothec, immovable property, legatum, manumission by testament, manumission tax, opening of testament, palm grove, power of sale, property, scale holder, shared inheritance, slave, slave, slaves status, specification of assets, substitutio vulgaris, supplements to a will, taxes, testament formula, testamentum per aes et libram, testator, veteran, witnesses","Legacies, Manumission, Testaments, Trust","αὐθεντικός, διαθήκη, δούλος, εἰκοστὴ, ζυγοστατής, κληρονομία, κληρονόμος, κωδικίλλος διπτύχων, νομικὸς ῥωμαικὸς, οὐετρανός, πίστις, πωλέω, σφραγιστής, ἀντίγραφον, ἀπελευθέρος, ἀποκληρονόμος, ἐλευθέρας εἶναι κελεύω, ἐπίτροπος, ἑρμηνεία, ὑποτίθεμαι","inheritance tax, legal expert, translation"
Gnomon 4,δ [τ]ῶν [τ]ελευτω[ν] ἀδιαθέτως ο̣ἷς οὐδείς ἐστιν ἄλλος κατὰ νόμο̣υ̣ς̣ κληρονόμος τὰ ὑπάρχοντα τῷ φίσκῳ πρ̣οσκρείνεται.,Greek,,False,"bona vacantia, eligibility to Inherit, fiscus, intestacy","46297, Intestacy","κατὰ νόμους κληρονόμους, προσκρίνω, φίσκος, ἀδιάθετος",
Gnomon 5,"ε τ[ὰ] ὑπὸ Ἀλεξανδρέων οἷς οὐ πρ̣οσήκει διατασσόμενα χωρεῖ τοῖς κατὰ νόμους ⟦αυ⟧ κληρονομεῖν αὐτοὺς δυναμένοις, ἐάνπ̣ε̣ρ ὦσι καὶ ἐπιδικάζονται.",Greek,,False,"eligibility to Inherit, heir, legatum, practice in province, testamenti factio passiva","39357, Capacity, Legacies, Testaments","διατάσσω, κατὰ νόμους κληρονόμους, ἀλεξανδρεῖς, ἐπιδικάζω",alexandrians
Gnomon 6,"ϛ Ἀλεξανδρεῖ οὐκ ἐξὸν διατάξαι γυναικὶ γενεᾶς αὐτῷ ἐξ αὐτῆς μὴ οὔσης πλέον τετάρτου μέρους ἧς ἔχει περιουσίας,τέκνων δὲ αὐτῷ ἐξ αὐτῆς ὄντων οὐ πλείονος ἐξὸν μερίζειν τῇ γυναικὶ ἢ ὅσων ἐὰν ἑκάστῳ τῶν υἱῶν διατάξῃ.",Greek,,False,"heir, legatum, legitimate children, practice in province, son, testamenti factio passiva, woman","39357, Acquisition, Citizenship, Inheritance, Legacies, Property","γενεά, γυνή, διατάσσω, μερίζω, περιουσία, τέκνον, τέταρτον μέρος, ἀλεξανδρεῖς",alexandrian law
Gnomon 7,"ζ δ[ι]αθῆκαι, ὅσαι μὴ κατὰ δημοσίους χρηματισμοὺς γείνωνται, ἄκυροί εἰσι.",Greek,,False,"nullity, public document, tax collectors","47393, Forms of Will","δημόσιοι χρηματισμοί, διαθήκη, ἄκυρος",testamentary formalities
Gnomon 8,"η ἐὰν Ῥωμαικῇ δια⟦κ⟧θήκῃ προσκαίηται ὅτι ὅσα δὲ ἐὰν διατά[ξ]ω κατὰ πινα̣κ̣ίδας Ἑλληνικὰς κύρια ἔστω, οὐ παραδεκτέα[ἐ]στίν, οὐ γὰρ ἔ[ξ]εστιν Ῥωμαίῳ διαθήκην Ἑλληνικὴν γράψαι.",Greek,,False,"Testamentary Language, legatum, nullity, tablets, testator","39361, Acquisition, Citizenship, Forms of Will, Inheritance, Property","διαθήκη, κατὰ πινακίδας ἑλληνικὰς, κύρια ἔστω, οὐ παραδεκτέα ἐστίν, ῥωμαϊκὴ διαθήκη, ῥωμαῖος",roman citizen
Gnomon 9,"θ τ[ο]ὺς ἀπελευ[θ]έ̣ρους τῶν ἀστῶν \ἀτέκνους/ καὶ ἀδιαθέτους τελευτῶν τας κληρονο[μ]ο̣ῦσιν οἱ πάτρωνες ἢ οἱ τούτων υἱοί, ἐὰν ὦσικαὶ ἐπιδικά[ζ]ο̣νται, θυγατέρες δὲ ἢ ἄλλος τι\ς/ οὐ κληρονομήσουσι ἀλλὰ̣ ὁ φίσκος.",Greek,,False,"fiscus, heir, intestacy","46297, 46301, Acquisition, Classes of Heirs, Freed Persons, Inheritance, Intestacy, Patronage/Clientela, Property, Taxation","κληρονομέω, πάτρων, φίσκος, ἀδιάθετος, ἀπελεύθερος, ἀστός, ἄτεκνος, ἐπιδικάζομαι, ἐπιδικάζω","patron, patronage rights"
Gnomon 10,"ι ὅσα ἐὰν ἀπελ[ε]ύθερος διατάξη\ταί/ τινι οὐκ ὄντι τῆς αὐτῆς τά̣ξεως, ἀναλαμβάνεται.",Greek,,False,"freedperson, legatum, seizure","38992, 46297, Legacies","confiscation, διατάσσω, τῆς αὐτῆς τάξεως, ἀναλαμβάνω, ἀπελεύθερος",
Gnomon 11,ια γυνὴ Κρηνέα τέκνον οὐ κληρ[ο]νομεῖ.,Greek,,False,"eligibility to Inherit, heir","39357, Women Inheritance Rights","γυνή, κληρονομέω, κρηνέα, κρηναῖος, τέκνον",
Gnomon 12,ιβ τὰ ἐκ Κρηνέας κα̣ὶ̣ ξένου γενόμενα τέκνα τοὺς γονεῖς ἀμφοτέ[ρ]ους κληρονομεῖ.,Greek,,False,"heir, local religions or customs","38992, Acquisition, Citizenship, Inheritance, Property","κληρονομέω, κρηνέα, ξένος","krenean, mixed marriage"
Gnomon 13,ιγ τὰ ἐξ ἀστῆς καὶ ξένο̣υ γενόμενα τέκνα ξένα γεί̣νεται καὶ οὐ κληρονομεῖ τὴν μητέρα.,Greek,,False,"heir, intestacy, testamenti factio passiva","38992, 46180, 46297, Citizenship","κληρονομέω, μήτηρ, ξένος, τέκνον, ἀστή",citizenship status
Gnomon 14,ιδ οὐκ ἐξὸν ἀστῷ ἀπελευθέροις διατάσσειν πλέον φ (δραχμῶν) ἢ [μ]ηνιαίων (δραχμῶν) ε.,Greek,,False,"legatum, testamenti factio passiva","38992, 46297, Freed Persons, Legacies","διατάσσω, ἀστός ἀπελεύθερος, ἐξ ἔστιν",
Gnomon 15,ιε οὐκ ἐξὸν ἀπελευθέραις ἀστῶν διατίθεσθαι ὥσπερ οὐ[δ]ὲ ἀσταῖς.,Greek,,False,"tax collectors, testamenti factio activa","46297, Acquisition, Capacity, Legal Capacity of Women","citizen, freedwoman, testamentary capacity, διατίθεμαι, διατίθημι, ἀπελευθέρα, ἀστή, ἀστός",
Gnomon 16,"ιϛ ὅσα ἀπελευθέροις Ῥωμαίων διατάσσεται ἐπὶ τῷ καὶ εἰς ἐ̣γ̣γόνους αὐτῶν ἐλθεῖν, ἐὰν ἀποδειχθῇ τὰ ἔγγονα μηδέπω γε̣[γο]νότα ὅτε ἡ διάταξις ἐγράφετο, ἐγλιπόντων τῶν λαβόντων ἀνα[λ]αμβάνεται.",Greek,,False,"fiscus, incertae personae, legatum, postumus alienus, seizure, tax collectors, testamenti factio passiva","46297, Freed Persons, Legacies","γράφω, διάταξις, διατάσσω, ἀναλαμβάνω, ἀπελεύθερος, ἀποδείκνυμι, ἔγγονος, ῥωμαῖος",
Gnomon 17,"ιζ τὰ καταλειπόμενα εἰς θυσίας κατοιχομένων, ὅταν μη[κ]έ̣τι ὦσιν οἱ ἐπιμεληθησόμενοι του, ἀναλαμβάνεται.",Greek,,False,"bona vacantia, burial rites, fiscus, incertae personae, seizure, tax collectors",38992,"θυσία, κατέχω, καταλείπω, οἱ ἐπιμεληθησόμενοι, τὰ καταλειπόμενα, ἀναλαμβάνω",funerary sacrifices
Gnomon 18,"ιη τὰ\ς/ κατὰ πίστιν γεινομένας κληρονομίας ὑπὸ Ἑλλήνω̣ν̣ \εἰς/ ⟦ὑπὸ⟧ Ῥωμαίους ἢ ὑπὸ Ῥωμαίων \εἰς/ Ἕλληνας ὁ θεὸς Οὐεσπασιανὸς̣ [ἀ]νέλαβεν, οἱ μέντοι τὰς πίστεις ἐξωμολογησάμενοι τὸ ἥμισ[υ ε]ἰ̣λήφασι.",Greek,,False,"heir, hereditates fideicommissariae, seizure","38992, 46297, Citizenship, Trust","εἰς ἕλληνας, εἰς ῥωμαίους, θεὸς οὐεσπασιανὸς, κατὰ πίστιν, κληρονομία, λαμβάνω, τὰς πίστεις ἐξωμολογησάμενοι, τὸ ἥμισυ, ἀναλαμβάνω, ὑπὸ ἑλλήνων, ὑπὸ ῥωμαίων",roman citizen
Gnomon 19,"ιθ τὰ διατασσόμενα ἀπελευθέροις οὐδέπω ἐσχηκό[σι ν]ο̣μ̣ί̣μην ἀπελευθέρωσιν ἀναλαμβάνεται. νομίμη δέ ἐστ̣ι̣ν̣ [ἀ]π̣ελευθέρωσις, ἐὰν ὁ ἀπελευθερούμενος ὑπὲρ τρίοκοντα [ἔ]τ̣[η] ἦν γε[γ]ο̣νώς.",Greek,,False,"legatum, seizure","38992, 46297, Freed Persons, Legacies, Manumission","διατάσσω, νόμιμος, τριάκοντα ἔτη, ἀναλαμβάνω, ἀπελευθέρωσις, ἀπελευθερούμενος, ἀπελεύθερος",lex aelia sentia
Gnomon 20,κ δουλευ ἐν δεσμοῖς γενομένῳ καὶ ὕστερον ἀπελ̣ευθερωθέ̣ντι ἢ καὶ μηδέπω τριάκοντα ἐτῶν γενομένῳ τὰ δια̣τ̣ασσόμενα ἀναλαμβ(άνεται).,Greek,,False,"fiscus, freedperson, testamenti factio passiva","46297, Acquisition, Capacity, Legacies, Manumission, Property, Slavery, Status","δεσμός, διάταξις, διατάσσω, δούλος, δοῦλος, τριάκοντα ἐτῶν, τριάκοντα ἔτη, ἀναλαμβάνω, ἀπελευθερόω, ἀπελευθερώσις","confiscation, lex aelia sentia"
Egypt P. 22244,"Τ̣ι̣[βέ]ρ̣ι̣ο̣ς Κλαύδιος Τιβε[ρί]ου [  ̣  ̣]ελεύθερος Ἀλέξανδρος διαθή-
κην ἔθ[ε]τ̣[ο].
Κ[λαυ]δία Θεανοῦς ἡ συνεξελευθέρα μου πάντων τῶν ὑπαρχόντ(ων)
μοι ἐμοὶ κληρονόμος ἔστω, οἱ δὲ λοιποὶ πάντες ἀποκληρόνομο(ί)
5μοι ἔστωσαν̣· αὑτή τε κατάδικος ἔστω διδόναι ποιεῖν πάντα ὅσα ἐν
ταύτῃ τῇ δ̣ι̣αθήκῃ ἐνγεγραμμένα ἔσονται χωρὶς δόλο(υ) πονηρο(ῦ),
ἀποφηνάσ̣[θ]ω τε τὴν κληρονομίαν μ̣ου ἐν ἡμέραις ρ ταῖ̣ς̣ ἔνγιστα
α[ἷ]ς̣ γ̣νώσε̣[ται] δυνήσεταί τε μαρτύρ[εσ]θαι ἑαυτήν μου κληρονόμο(ν)
[εἶνα]ι. ἐὰν [δὲ] μὴ ἀ̣ποφήνη[τα]ι̣ μήτ[ε μ]αρτύρητ(αι), ἀποκληρόνομο(ς) ἔσ̣τ̣ω̣.
10  ̣[  ̣  ̣  ̣] Τι̣β[έριο]ς Κλαύδιος̣ Π̣τ[ολε]μ̣αῖο̣[ς] ὁ ταύτης υἱὸς δευτέρῳ τόπῳ
[ἐμοὶ κλ]η̣ρ̣[ον]ό̣μος ἔστω̣, οἱ δ̣  ̣  ̣[  ̣  ̣]  ̣ [πά]ντες ἀποκληρόνομοι ἔσ-
[τωσα]ν· ο[ὗτό]ς τε κα̣τ̣ά̣δ̣ι̣κος ἔστω [δι]δόναι ποιεῖν πάντα ὅσα
[  ̣  ̣  ̣]  ̣[  ̣  ̣  ̣  ̣]ν̣ μ̣ο̣υ̣ [κ]ληρ̣ο̣νόμ[ο]ν̣ μητέρα τε αὐτο[ῦ] διδόναι
  ̣[  ̣]  ̣  ̣  ̣  ̣[  ̣  ̣] ἀποφηνά̣σ̣θ̣ω̣ τε τὴν [κλη]ρονομίαν μου ἐν [ἡ]μέραις
15  ̣[ταῖς ἔ]ν̣γι[σ]τ̣α̣ χ̣ω̣ρ̣ὶς [δό]λ̣ου πονη[ρ]οῦ. ὅστις μου κληρονόμος
  ̣[ -3-4- ]ητα̣ι [- ca.11 - π]α̣ρ̣α̣τίθεμαι δῶναι(*). Τιβερίωι
[Κλαυ]δ̣ίῳ Θεωνᾷ(*) συν[εξελευθ]έρῳ μου δίδωμι καταλίπω(*) (δραχμὰς) ἑκατόν ·
Τιβερίῳ Κλαυδίῳ Δημ̣[η]τ̣ρ̣ί̣ῳ σ̣υν̣ε̣ξ̣ελευθέρ[ῳ] μου δίδωμι κα-
τ̣α̣λ̣ί̣π̣ω̣(*) δραχμὰς ἑκα̣[τ]ό̣ν . τοῦ σώ̣ματός μου [τ]ὴν ἐπιμέλειαν
20τῷ κληρονόμῳ μου [κ]αταλείπω, εἰς ὃ δαπανηθῆναι θέλω
μὴ ἔλαττον δραχμῶ[ν] ἑκατόν . ἐὰν δέ τι μετὰ ταύτην μου
[τὴ]ν̣ διαθήκην πιν̣[α]κ̣είσι(*) κωδικίλλοις χ[ά]ρτῃ ἢ ἄλλῳ τινὶ
[  ̣  ̣]  ̣ει ὑπʼ ἐμοῦ γεγραμμένον ἢ ὑπογεγραμμένον ἐσφρα-
[γισ]μένον τε καταλε̣[ί]πω, διʼ οὗ δοθῆναί τι ἢ γενέσθαι παρέ̣-
25χειν τε ἐπιτρέψω κωλύσω τε, ἐν ἴσῳ βέβαιον εἶναι θέλω
ὡς καὶ ταύτην μου τὴν διαθήκην. ταύτης τῆς διαθήκης
δό̣λος πονηρὸς ἀπίτω. οἰκετείαν χρήματά τε διαθήκης
γε[ιν]ο̣μ̣έ̣[ν]η(ς) ἐπρίατο ⁦ vac. ? ⁩ σηστ(ερτίω) νούμμ(ῳ) α̣
[ζ]υ̣γοστατοῦντος ⁦ vac. ? ⁩
30[ἀ]ν̣τεμαρτύρατο ⁦ vac. ? ⁩
ἡ δ[ι]αθήκη ἐγένετο ἐν Ὀξυρύγχ(ων) πόλ(ει) τῆς Θηβαΐδος πρὸ ιϛ Καλανδ(ῶν)
Ἰουνίων Λ̣ουκίῳ Ἰουλίῳ Οὔρσῳ Σερουιανῷ τὸ γ Τίτο Οὐιβίῳ
Οὐ[ά]ρῳ ὑπάτοις (ἔτους) ιη αὐτοκράτορος Καίσαρος Τραϊανοῦ
Ἁ[δρι]ανοῦ σε[βα]στοῦ Παχών κβ. (hand 2) Τιιβέριος(*) Κλαύδιος
35Ἀλέξανδρος ἀνέγνων μου τὴν δι̣α̣θήκην πρὸς
[ἣν] ἠθέλησα τὴν Ῥ̣ωμα̣ϊκήν μου̣ γ̣[ρ]α̣φῆναι.
[συμ]φ̣ω̣νῖ(*) μοι [γ]ὰρ π̣ά̣ντα ὡ[ς πρ]ό̣κ[ιτ]αι.",Greek,,False,"Testamentary Heir, bequeathal clause, burial rites, codicil, cretio, currency, disinheritance, fictive sale, fraud, freedperson, heir, legatum, mancipatory will, property, scale holder, son, substitutio vulgaris, supplements to a will, testament formula, testamentary intent, testamentum per aes et libram, testator, woman","Acceptance of will, Disinheritance, Forms of Will, Legacies, Testaments","δαπανάω, διαθήκη, διαθήκην ἔθετο, δόλος πονηρός, ζυγοστατέω, κατάδικος, καταλείπω, κληρονομία, κληρονόμος, κληρονόμος ἔστω, κωδίκιλλος, κωδικίλλος, μαρτύρομαι, μαρτύρω, νοῦμμος, οἰκετεία, πινάκιον, σηστέρτιον, σηστέρτιος νοῦμμος, συνεξελεύθερος, σφραγίζω, χωρὶς δόλου πονηροῦ, ἀντιμαρτύρομαι, ἀπελεύθερος, ἀποκληρόνομος, ἀποφαίνω, ἐπιμέλεια, ὑπάρχοντα",
